original	pos	offset	synset_name	lemma
n12649539	n	12649539	japanese_flowering_cherry.n.01	Japanese_flowering_cherry
n12649866	n	12649866	sierra_plum.n.01	Sierra_plum
n12650038	n	12650038	rosebud_cherry.n.01	rosebud_cherry
n12650229	n	12650229	russian_almond.n.01	Russian_almond
n12650379	n	12650379	flowering_almond.n.01	flowering_almond
n12650556	n	12650556	chokecherry.n.02	chokecherry
n12650805	n	12650805	chokecherry.n.01	chokecherry
n12651229	n	12651229	pyracantha.n.01	Pyracantha
n12651611	n	12651611	pear.n.02	pear
n12651821	n	12651821	fruit_tree.n.01	fruit_tree
n12655869	n	12655869	raspberry.n.01	raspberry
n12656685	n	12656685	black_raspberry.n.01	black_raspberry
n12656909	n	12656909	salmonberry.n.03	salmonberry
n12657082	n	12657082	salmonberry.n.02	salmonberry
n12657755	n	12657755	wineberry.n.01	wineberry
n12658118	n	12658118	mountain_ash.n.01	mountain_ash
n12658308	n	12658308	rowan.n.01	rowan
n12658481	n	12658481	rowanberry.n.01	rowanberry
n12658603	n	12658603	american_mountain_ash.n.01	American_mountain_ash
n12658846	n	12658846	service_tree.n.01	service_tree
n12659356	n	12659356	spirea.n.02	spirea
n12661538	n	12661538	woodruff.n.02	woodruff
n12662772	n	12662772	coffee.n.02	coffee
n12663804	n	12663804	cinchona.n.02	cinchona
n12665048	n	12665048	bedstraw.n.01	bedstraw
n12665271	n	12665271	sweet_woodruff.n.01	sweet_woodruff
n12665659	n	12665659	northern_bedstraw.n.01	Northern_bedstraw
n12665857	n	12665857	yellow_bedstraw.n.01	yellow_bedstraw
n12666369	n	12666369	wild_madder.n.01	wild_madder
n12667964	n	12667964	hamelia.n.01	hamelia
n12669803	n	12669803	lemonwood.n.02	lemonwood
n12670758	n	12670758	wild_medlar.n.01	wild_medlar
n12671651	n	12671651	abelia.n.01	abelia
n12674685	n	12674685	american_fly_honeysuckle.n.01	American_fly_honeysuckle
n12674895	n	12674895	italian_honeysuckle.n.01	Italian_honeysuckle
n12675299	n	12675299	yellow_honeysuckle.n.01	yellow_honeysuckle
n12675876	n	12675876	japanese_honeysuckle.n.01	Japanese_honeysuckle
n12676134	n	12676134	hall's_honeysuckle.n.01	Hall's_honeysuckle
n12676534	n	12676534	woodbine.n.02	woodbine
n12676703	n	12676703	trumpet_honeysuckle.n.01	trumpet_honeysuckle
n12677120	n	12677120	european_fly_honeysuckle.n.01	European_fly_honeysuckle
n12677612	n	12677612	snowberry.n.01	snowberry
n12680402	n	12680402	cranberry_bush.n.01	cranberry_bush
n12680652	n	12680652	wayfaring_tree.n.01	wayfaring_tree
n12680864	n	12680864	guelder_rose.n.01	guelder_rose
n12681579	n	12681579	black_haw.n.02	black_haw
n12681893	n	12681893	weigela.n.01	weigela
n12682411	n	12682411	teasel.n.01	teasel
n12682668	n	12682668	common_teasel.n.01	common_teasel
n12682882	n	12682882	fuller's_teasel.n.01	fuller's_teasel
n12683096	n	12683096	wild_teasel.n.01	wild_teasel
n12683407	n	12683407	scabious.n.01	scabious
n12683571	n	12683571	sweet_scabious.n.01	sweet_scabious
n12683791	n	12683791	field_scabious.n.01	field_scabious
n12684379	n	12684379	jewelweed.n.01	jewelweed
n12685431	n	12685431	geranium.n.01	geranium
n12685831	n	12685831	cranesbill.n.01	cranesbill
n12686077	n	12686077	wild_geranium.n.01	wild_geranium
n12686274	n	12686274	meadow_cranesbill.n.01	meadow_cranesbill
n12686496	n	12686496	richardson's_geranium.n.01	Richardson's_geranium
n12686676	n	12686676	herb_robert.n.01	herb_robert
n12686877	n	12686877	sticky_geranium.n.01	sticky_geranium
n12687044	n	12687044	dove's_foot_geranium.n.01	dove's_foot_geranium
n12687462	n	12687462	rose_geranium.n.01	rose_geranium
n12687698	n	12687698	fish_geranium.n.01	fish_geranium
n12687957	n	12687957	ivy_geranium.n.01	ivy_geranium
n12688716	n	12688716	storksbill.n.01	storksbill
n12690653	n	12690653	incense_tree.n.01	incense_tree
n12695144	n	12695144	mahogany.n.02	mahogany
n12695975	n	12695975	chinaberry.n.02	chinaberry
n12696492	n	12696492	neem.n.01	neem
n12698435	n	12698435	silver_ash.n.01	silver_ash
n12703190	n	12703190	common_wood_sorrel.n.01	common_wood_sorrel
n12703383	n	12703383	bermuda_buttercup.n.01	Bermuda_buttercup
n12703557	n	12703557	creeping_oxalis.n.01	creeping_oxalis
n12703856	n	12703856	violet_wood_sorrel.n.01	violet_wood_sorrel
n12704343	n	12704343	carambola.n.01	carambola
n12705013	n	12705013	milkwort.n.01	milkwort
n12707781	n	12707781	citrus.n.02	citrus
n12708293	n	12708293	orange.n.03	orange
n12708654	n	12708654	sour_orange.n.01	sour_orange
n12708941	n	12708941	bergamot.n.01	bergamot
n12709103	n	12709103	pomelo.n.01	pomelo
n12709349	n	12709349	citron.n.02	citron
n12709688	n	12709688	grapefruit.n.01	grapefruit
n12709901	n	12709901	mandarin.n.01	mandarin
n12710295	n	12710295	tangerine.n.01	tangerine
n12710415	n	12710415	clementine.n.01	clementine
n12710577	n	12710577	satsuma.n.01	satsuma
n12710693	n	12710693	sweet_orange.n.02	sweet_orange
n12710917	n	12710917	temple_orange.n.01	temple_orange
n12711182	n	12711182	tangelo.n.01	tangelo
n12711596	n	12711596	lemon.n.03	lemon
n12711817	n	12711817	sweet_lemon.n.01	sweet_lemon
n12711984	n	12711984	lime.n.04	lime
n12712626	n	12712626	fraxinella.n.01	fraxinella
n12713063	n	12713063	kumquat.n.01	kumquat
n12713866	n	12713866	cork_tree.n.01	cork_tree
n12714254	n	12714254	trifoliate_orange.n.01	trifoliate_orange
n12714755	n	12714755	prickly_ash.n.01	prickly_ash
n12715914	n	12715914	bitterwood_tree.n.01	bitterwood_tree
n12717072	n	12717072	ailanthus.n.01	ailanthus
n12717644	n	12717644	wild_mango.n.01	wild_mango
n12719684	n	12719684	nasturtium.n.01	nasturtium
n12719944	n	12719944	garden_nasturtium.n.01	garden_nasturtium
n12720200	n	12720200	bush_nasturtium.n.01	bush_nasturtium
n12720354	n	12720354	canarybird_flower.n.01	canarybird_flower
n12722071	n	12722071	lignum_vitae.n.02	lignum_vitae
n12723062	n	12723062	creosote_bush.n.01	creosote_bush
n12723610	n	12723610	caltrop.n.01	caltrop
n12724942	n	12724942	willow.n.01	willow
n12725521	n	12725521	osier.n.02	osier
n12725738	n	12725738	white_willow.n.01	white_willow
n12725940	n	12725940	silver_willow.n.01	silver_willow
n12726159	n	12726159	golden_willow.n.01	golden_willow
n12726670	n	12726670	weeping_willow.n.01	weeping_willow
n12727101	n	12727101	pussy_willow.n.01	pussy_willow
n12727301	n	12727301	sallow.n.01	sallow
n12727960	n	12727960	almond_willow.n.01	almond_willow
n12728322	n	12728322	crack_willow.n.01	crack_willow
n12728508	n	12728508	prairie_willow.n.01	prairie_willow
n12728656	n	12728656	dwarf_willow.n.01	dwarf_willow
n12728864	n	12728864	grey_willow.n.01	grey_willow
n12729164	n	12729164	shining_willow.n.01	shining_willow
n12729315	n	12729315	swamp_willow.n.01	swamp_willow
n12729521	n	12729521	bay_willow.n.01	bay_willow
n12729729	n	12729729	purple_willow.n.01	purple_willow
n12730370	n	12730370	sitka_willow.n.01	Sitka_willow
n12730544	n	12730544	dwarf_grey_willow.n.01	dwarf_grey_willow
n12731029	n	12731029	common_osier.n.01	common_osier
n12731401	n	12731401	poplar.n.02	poplar
n12731835	n	12731835	balsam_poplar.n.01	balsam_poplar
n12732009	n	12732009	white_poplar.n.01	white_poplar
n12732491	n	12732491	black_poplar.n.01	black_poplar
n12732756	n	12732756	cottonwood.n.01	cottonwood
n12733647	n	12733647	aspen.n.01	aspen
n12733870	n	12733870	quaking_aspen.n.01	quaking_aspen
n12734070	n	12734070	american_quaking_aspen.n.01	American_quaking_aspen
n12734215	n	12734215	canadian_aspen.n.01	Canadian_aspen
n12735160	n	12735160	sandalwood_tree.n.01	sandalwood_tree
n12737383	n	12737383	loranthaceae.n.01	Loranthaceae
n12737898	n	12737898	mistletoe.n.03	mistletoe
n12739332	n	12739332	mistletoe.n.02	mistletoe
n12741222	n	12741222	soapberry.n.01	soapberry
n12742741	n	12742741	soapberry_vine.n.01	soapberry_vine
n12743352	n	12743352	longan.n.01	longan
n12744387	n	12744387	litchi.n.01	litchi
n12745386	n	12745386	rambutan.n.01	rambutan
n12746884	n	12746884	pachysandra.n.01	pachysandra
n12748248	n	12748248	bittersweet.n.02	bittersweet
n12749049	n	12749049	spindle_tree.n.01	spindle_tree
n12749679	n	12749679	wahoo.n.02	wahoo
n12749852	n	12749852	strawberry_bush.n.01	strawberry_bush
n12752205	n	12752205	maple.n.02	maple
n12753007	n	12753007	silver_maple.n.01	silver_maple
n12753245	n	12753245	sugar_maple.n.01	sugar_maple
n12753573	n	12753573	red_maple.n.01	red_maple
n12753762	n	12753762	moosewood.n.01	moosewood
n12754003	n	12754003	oregon_maple.n.01	Oregon_maple
n12754174	n	12754174	dwarf_maple.n.01	dwarf_maple
n12754311	n	12754311	mountain_maple.n.01	mountain_maple
n12754468	n	12754468	vine_maple.n.01	vine_maple
n12754648	n	12754648	hedge_maple.n.01	hedge_maple
n12754781	n	12754781	norway_maple.n.01	Norway_maple
n12754981	n	12754981	sycamore.n.03	sycamore
n12755225	n	12755225	box_elder.n.01	box_elder
n12755727	n	12755727	japanese_maple.n.02	Japanese_maple
n12755876	n	12755876	japanese_maple.n.01	Japanese_maple
n12756457	n	12756457	holly.n.01	holly
n12757303	n	12757303	bearberry.n.02	bearberry
n12757458	n	12757458	inkberry.n.01	inkberry
n12757816	n	12757816	american_holly.n.01	American_holly
n12759273	n	12759273	cashew.n.01	cashew
n12760875	n	12760875	laurel_sumac.n.01	laurel_sumac
n12761284	n	12761284	mango.n.01	mango
n12761702	n	12761702	pistachio.n.01	pistachio
n12761905	n	12761905	terebinth.n.01	terebinth
n12762049	n	12762049	mastic.n.03	mastic
n12762896	n	12762896	sumac.n.02	sumac
n12765115	n	12765115	pepper_tree.n.01	pepper_tree
n12765402	n	12765402	brazilian_pepper_tree.n.01	Brazilian_pepper_tree
n12765846	n	12765846	hog_plum.n.01	hog_plum
n12766043	n	12766043	mombin.n.01	mombin
n12766595	n	12766595	poison_ash.n.01	poison_ash
n12766869	n	12766869	poison_ivy.n.02	poison_ivy
n12767648	n	12767648	varnish_tree.n.02	varnish_tree
n12768369	n	12768369	horse_chestnut.n.01	horse_chestnut
n12768682	n	12768682	buckeye.n.01	buckeye
n12770529	n	12770529	ebony.n.03	ebony
n12771192	n	12771192	persimmon.n.01	persimmon
n12771390	n	12771390	japanese_persimmon.n.01	Japanese_persimmon
n12771597	n	12771597	american_persimmon.n.01	American_persimmon
n12771890	n	12771890	date_plum.n.01	date_plum
n12772753	n	12772753	buckthorn.n.02	buckthorn
n12773651	n	12773651	star_apple.n.01	star_apple
n12773917	n	12773917	satinleaf.n.01	satinleaf
n12774299	n	12774299	balata.n.02	balata
n12774641	n	12774641	sapodilla.n.01	sapodilla
n12775919	n	12775919	marmalade_tree.n.01	marmalade_tree
n12777436	n	12777436	styrax.n.01	styrax
n12778605	n	12778605	carnivorous_plant.n.01	carnivorous_plant
n12779603	n	12779603	pitcher_plant.n.01	pitcher_plant
n12779851	n	12779851	common_pitcher_plant.n.01	common_pitcher_plant
n12780325	n	12780325	hooded_pitcher_plant.n.01	hooded_pitcher_plant
n12780563	n	12780563	huntsman's_horn.n.01	huntsman's_horn
n12781940	n	12781940	tropical_pitcher_plant.n.01	tropical_pitcher_plant
n12782530	n	12782530	sundew.n.01	sundew
n12782915	n	12782915	venus's_flytrap.n.01	Venus's_flytrap
n12784889	n	12784889	australian_pitcher_plant.n.01	Australian_pitcher_plant
n12785724	n	12785724	sedum.n.01	sedum
n12786836	n	12786836	pinwheel.n.01	pinwheel
n12788854	n	12788854	hortensia.n.01	hortensia
n12789054	n	12789054	fall-blooming_hydrangea.n.01	fall-blooming_hydrangea
n12789554	n	12789554	carpenteria.n.01	carpenteria
n12790430	n	12790430	deutzia.n.01	deutzia
n12791064	n	12791064	philadelphus.n.01	philadelphus
n12793015	n	12793015	saxifrage.n.01	saxifrage
n12793284	n	12793284	yellow_mountain_saxifrage.n.01	yellow_mountain_saxifrage
n12793494	n	12793494	meadow_saxifrage.n.01	meadow_saxifrage
n12794135	n	12794135	purple_saxifrage.n.01	purple_saxifrage
n12794367	n	12794367	star_saxifrage.n.01	star_saxifrage
n12794985	n	12794985	astilbe.n.01	astilbe
n12795352	n	12795352	dwarf_astilbe.n.01	dwarf_astilbe
n12795555	n	12795555	spirea.n.01	spirea
n12796022	n	12796022	bergenia.n.01	bergenia
n12797860	n	12797860	bridal_wreath.n.01	bridal_wreath
n12798284	n	12798284	alumroot.n.01	alumroot
n12799776	n	12799776	woodland_star.n.01	woodland_star
n12800049	n	12800049	prairie_star.n.01	prairie_star
n12800586	n	12800586	miterwort.n.01	miterwort
n12801520	n	12801520	parnassia.n.01	parnassia
n12803226	n	12803226	false_alumroot.n.01	false_alumroot
n12803754	n	12803754	foamflower.n.01	foamflower
n12804352	n	12804352	pickaback_plant.n.01	pickaback_plant
n12805146	n	12805146	currant.n.02	currant
n12806015	n	12806015	gooseberry.n.01	gooseberry
n12806732	n	12806732	plane_tree.n.01	plane_tree
n12807251	n	12807251	london_plane.n.01	London_plane
n12807409	n	12807409	american_sycamore.n.01	American_sycamore
n12807624	n	12807624	oriental_plane.n.01	oriental_plane
n12807773	n	12807773	california_sycamore.n.01	California_sycamore
n12808007	n	12808007	arizona_sycamore.n.01	Arizona_sycamore
n12810595	n	12810595	phlox.n.01	phlox
n12811027	n	12811027	moss_pink.n.02	moss_pink
n12812235	n	12812235	acanthus.n.01	acanthus
n12813189	n	12813189	black-eyed_susan.n.01	black-eyed_Susan
n12814643	n	12814643	catalpa.n.01	catalpa
n12815198	n	12815198	desert_willow.n.01	desert_willow
n12815668	n	12815668	calabash.n.02	calabash
n12816508	n	12816508	borage.n.01	borage
n12817464	n	12817464	anchusa.n.01	anchusa
n12818346	n	12818346	spanish_elm.n.02	Spanish_elm
n12818966	n	12818966	chinese_forget-me-not.n.01	Chinese_forget-me-not
n12819141	n	12819141	hound's-tongue.n.02	hound's-tongue
n12819354	n	12819354	hound's-tongue.n.01	hound's-tongue
n12819728	n	12819728	blueweed.n.01	blueweed
n12820853	n	12820853	puccoon.n.01	puccoon
n12821505	n	12821505	virginia_bluebell.n.01	Virginia_bluebell
n12821895	n	12821895	garden_forget-me-not.n.01	garden_forget-me-not
n12822115	n	12822115	forget-me-not.n.01	forget-me-not
n12822769	n	12822769	comfrey.n.01	comfrey
n12823717	n	12823717	convolvulus.n.01	convolvulus
n12823859	n	12823859	bindweed.n.01	bindweed
n12825497	n	12825497	dodder.n.01	dodder
n12826143	n	12826143	dichondra.n.01	dichondra
n12827270	n	12827270	cypress_vine.n.01	cypress_vine
n12827537	n	12827537	moonflower.n.01	moonflower
n12827907	n	12827907	wild_potato_vine.n.01	wild_potato_vine
n12828220	n	12828220	red_morning-glory.n.01	red_morning-glory
n12828379	n	12828379	man-of-the-earth.n.01	man-of-the-earth
n12828791	n	12828791	japanese_morning_glory.n.01	Japanese_morning_glory
n12828977	n	12828977	imperial_japanese_morning_glory.n.01	imperial_Japanese_morning_glory
n12830222	n	12830222	achimenes.n.01	achimenes
n12831932	n	12831932	episcia.n.01	episcia
n12832315	n	12832315	gloxinia.n.01	gloxinia
n12832822	n	12832822	kohleria.n.01	kohleria
n12833149	n	12833149	african_violet.n.01	African_violet
n12833985	n	12833985	streptocarpus.n.01	streptocarpus
n12834798	n	12834798	waterleaf.n.01	waterleaf
n12835331	n	12835331	yellow_bells.n.01	yellow_bells
n12836212	n	12836212	nemophila.n.01	nemophila
n12836337	n	12836337	baby_blue-eyes.n.01	baby_blue-eyes
n12836862	n	12836862	scorpionweed.n.01	scorpionweed
n12837803	n	12837803	fiesta_flower.n.01	fiesta_flower
n12839574	n	12839574	basil_thyme.n.01	basil_thyme
n12839979	n	12839979	giant_hyssop.n.01	giant_hyssop
n12840749	n	12840749	bugle.n.02	bugle
n12841007	n	12841007	creeping_bugle.n.01	creeping_bugle
n12841193	n	12841193	erect_bugle.n.01	erect_bugle
n12841354	n	12841354	pyramid_bugle.n.01	pyramid_bugle
n12842302	n	12842302	wood_mint.n.01	wood_mint
n12842887	n	12842887	calamint.n.01	calamint
n12843970	n	12843970	wild_basil.n.01	wild_basil
n12844939	n	12844939	coleus.n.01	coleus
n12845187	n	12845187	country_borage.n.01	country_borage
n12845413	n	12845413	painted_nettle.n.01	painted_nettle
n12847008	n	12847008	hemp_nettle.n.01	hemp_nettle
n12847374	n	12847374	ground_ivy.n.01	ground_ivy
n12847927	n	12847927	pennyroyal.n.02	pennyroyal
n12848499	n	12848499	hyssop.n.01	hyssop
n12849061	n	12849061	dead_nettle.n.02	dead_nettle
n12849279	n	12849279	white_dead_nettle.n.01	white_dead_nettle
n12849416	n	12849416	henbit.n.01	henbit
n12849952	n	12849952	english_lavender.n.01	English_lavender
n12850168	n	12850168	french_lavender.n.02	French_lavender
n12850336	n	12850336	spike_lavender.n.01	spike_lavender
n12850906	n	12850906	dagga.n.01	dagga
n12851094	n	12851094	lion's-ear.n.01	lion's-ear
n12851469	n	12851469	motherwort.n.01	motherwort
n12853080	n	12853080	origanum.n.01	origanum
n12854048	n	12854048	horehound.n.01	horehound
n12854600	n	12854600	lemon_balm.n.01	lemon_balm
n12855365	n	12855365	corn_mint.n.01	corn_mint
n12855494	n	12855494	water-mint.n.01	water-mint
n12855710	n	12855710	bergamot_mint.n.02	bergamot_mint
n12855886	n	12855886	horsemint.n.03	horsemint
n12856091	n	12856091	peppermint.n.01	peppermint
n12856287	n	12856287	spearmint.n.01	spearmint
n12856479	n	12856479	apple_mint.n.01	apple_mint
n12856680	n	12856680	pennyroyal.n.01	pennyroyal
n12857779	n	12857779	molucca_balm.n.01	molucca_balm
n12858150	n	12858150	monarda.n.01	monarda
n12858397	n	12858397	bee_balm.n.02	bee_balm
n12858618	n	12858618	horsemint.n.02	horsemint
n12858871	n	12858871	bee_balm.n.01	bee_balm
n12858987	n	12858987	lemon_mint.n.01	lemon_mint
n12859986	n	12859986	catmint.n.01	catmint
n12860365	n	12860365	basil.n.01	basil
n12861345	n	12861345	phlomis.n.01	phlomis
n12861541	n	12861541	jerusalem_sage.n.01	Jerusalem_sage
n12861892	n	12861892	physostegia.n.01	physostegia
n12862512	n	12862512	plectranthus.n.01	plectranthus
n12862828	n	12862828	patchouli.n.01	patchouli
n12863624	n	12863624	mountain_mint.n.01	mountain_mint
n12864160	n	12864160	rosemary.n.01	rosemary
n12865037	n	12865037	clary_sage.n.01	clary_sage
n12865562	n	12865562	purple_sage.n.01	purple_sage
n12865708	n	12865708	cancerweed.n.01	cancerweed
n12865824	n	12865824	common_sage.n.01	common_sage
n12866002	n	12866002	meadow_clary.n.01	meadow_clary
n12866162	n	12866162	clary.n.01	clary
n12866333	n	12866333	pitcher_sage.n.01	pitcher_sage
n12866459	n	12866459	mexican_mint.n.01	Mexican_mint
n12866635	n	12866635	wild_sage.n.01	wild_sage
n12866968	n	12866968	savory.n.01	savory
n12867826	n	12867826	skullcap.n.02	skullcap
n12868019	n	12868019	blue_pimpernel.n.01	blue_pimpernel
n12868880	n	12868880	hedge_nettle.n.02	hedge_nettle
n12869061	n	12869061	hedge_nettle.n.01	hedge_nettle
n12869478	n	12869478	germander.n.01	germander
n12870535	n	12870535	thyme.n.01	thyme
n12870682	n	12870682	common_thyme.n.01	common_thyme
n12870891	n	12870891	wild_thyme.n.01	wild_thyme
n12871272	n	12871272	blue_curls.n.01	blue_curls
n12872458	n	12872458	bladderwort.n.01	bladderwort
n12872914	n	12872914	butterwort.n.01	butterwort
n12875269	n	12875269	common_unicorn_plant.n.01	common_unicorn_plant
n12876899	n	12876899	figwort.n.01	figwort
n12877244	n	12877244	snapdragon.n.01	snapdragon
n12879068	n	12879068	false_foxglove.n.01	false_foxglove
n12879527	n	12879527	calceolaria.n.01	calceolaria
n12879963	n	12879963	indian_paintbrush.n.02	Indian_paintbrush
n12882158	n	12882158	blue-eyed_mary.n.01	blue-eyed_Mary
n12882779	n	12882779	foxglove.n.01	foxglove
n12882945	n	12882945	common_foxglove.n.01	common_foxglove
n12883265	n	12883265	yellow_foxglove.n.01	yellow_foxglove
n12883628	n	12883628	gerardia.n.01	gerardia
n12884260	n	12884260	toadflax.n.01	toadflax
n12885045	n	12885045	golden-beard_penstemon.n.01	golden-beard_penstemon
n12886600	n	12886600	shrubby_penstemon.n.01	shrubby_penstemon
n12887293	n	12887293	balloon_flower.n.01	balloon_flower
n12887713	n	12887713	rock_penstemon.n.01	rock_penstemon
n12888234	n	12888234	cascade_penstemon.n.01	cascade_penstemon
n12890265	n	12890265	veronica.n.01	veronica
n12890490	n	12890490	field_speedwell.n.01	field_speedwell
n12890685	n	12890685	brooklime.n.02	brooklime
n12890928	n	12890928	corn_speedwell.n.01	corn_speedwell
n12891093	n	12891093	brooklime.n.01	brooklime
n12891305	n	12891305	germander_speedwell.n.01	germander_speedwell
n12891469	n	12891469	water_speedwell.n.01	water_speedwell
